id,rate
76645,22.72 
91776,22.72 
82423,22.72 
74753,22.72 
74531,22.72 
99695,22.72 
23954,22.72 
35035,22.71 
95110,22.71 
99766,22.71 
75954,22.71 
32087,22.70 
42553,22.70 
86337,22.70 
83876,22.70 
70653,22.70 
15112,22.69 
08242,22.69 
62970,22.69 
94940,22.69 
73107,22.69 
82212,22.69 
78622,22.69 
25649,22.68 
32839,22.68 
95323,22.68 
31824,22.68 
74435,22.68 
38104,22.68 
23301,22.67 
47102,22.67 
63443,22.67 
74701,22.67 
79084,22.67 
75681,22.67 
67219,22.67 
29201,22.66 
28479,22.66 
95919,22.66 
77979,22.66 
90710,22.66 
71836,22.66 
13328,22.65 
25704,22.65 
25286,22.65 
84001,22.65 
39574,22.65 
35593,22.65 
73029,22.65 
41074,22.65 
60619,22.64 
39561,22.64 
29135,22.64 
97908,22.64 
74842,22.64 
97710,22.64 
98336,22.64 
77502,22.64 
04254,22.63 
30539,22.63 
63353,22.63 
76437,22.63 
73062,22.63 
78377,22.63 
33844,22.63 
12747,22.62 
13411,22.62 
44651,22.62 
77514,22.62 
31408,22.62 
65323,22.62 
70040,22.62 
59920,22.62 
26294,22.61 
35954,22.61 
98353,22.61 
32455,22.61 
90640,22.61 
62930,22.61 
04951,22.60 
26743,22.60 
56159,22.60 
59466,22.60 
11369,22.60 
75651,22.60 
63825,22.60 
31631,22.60 
80623,22.60 
79255,22.60 
75558,22.60 
38034,22.60 
27883,22.59 
35578,22.59 
97345,22.59 
38461,22.59 
39470,22.59 
15662,22.58 
47427,22.58 
41014,22.58 
97390,22.58 
63535,22.58 
73933,22.58 
67208,22.58 
17006,22.57 
35563,22.57 
60804,22.57 
37841,22.57 
42256,22.57 
45613,22.57 
45405,22.57 
29161,22.57 
31071,22.57 
28663,22.57 
72576,22.57 
96120,22.57 
25801,22.56 
27803,22.56 
31639,22.56 
29628,22.56 
33189,22.56 
79533,22.56 
92203,22.56 
72858,22.56 
83350,22.56 
74534,22.56 
95215,22.56 
94963,22.56 
76844,22.56 
17945,22.55 
27820,22.55 
27858,22.55 
65614,22.55 
97818,22.55 
72947,22.55 
74754,22.55 
74471,22.55 
77031,22.55 
39180,22.54 
28544,22.54 
31313,22.54 
62931,22.54 
25312,22.53 
12766,22.53 
25652,22.53 
27530,22.53 
75440,22.53 
43951,22.53 
67351,22.53 
70072,22.53 
59923,22.53 
04938,22.52 
15536,22.52 
17220,22.52 
72854,22.52 
25045,22.52 
29527,22.52 
65629,22.52 
22831,22.52 
15696,22.51 
94710,22.51 
68623,22.51 
49815,22.51 
56589,22.50 
04988,22.50 
77423,22.50 
36522,22.50 
67102,22.50 
08751,22.50 
27401,22.49 
66936,22.49 
11203,22.49 
35172,22.48 
52590,22.48 
68724,22.48 
28560,22.48 
72584,22.48 
42743,22.48 
24069,22.47 
13314,22.47 
83444,22.47 
71429,22.47 
57322,22.47 
59086,22.46 
29039,22.46 
73651,22.46 
28574,22.46 
69356,22.46 
58831,22.46 
23878,22.45 
25564,22.45 
28323,22.45 
14091,22.45 
76849,22.45 
01852,22.45 
48647,22.45 
40033,22.45 
39206,22.45 
12992,22.45 
17060,22.44 
46943,22.44 
70550,22.44 
58413,22.44 
57450,22.44 
15902,22.43 
35575,22.43 
97361,22.43 
29911,22.43 
31772,22.43 
41011,22.43 
21230,22.42 
24534,22.42 
42567,22.42 
58622,22.42 
99149,22.42 
63472,22.42 
28530,22.42 
31637,22.42 
73726,22.42 
62892,22.42 
16940,22.41 
24258,22.41 
73947,22.41 
36921,22.41 
12430,22.41 
23071,22.40 
13485,22.40 
85603,22.40 
54722,22.40 
74472,22.40 
38847,22.40 
24077,22.39 
21671,22.39 
57620,22.39 
33619,22.39 
93612,22.39 
45612,22.39 
65560,22.39 
64783,22.39 
81132,22.39 
61455,22.39 
39437,22.38 
38315,22.37 
31783,22.37 
49665,22.37 
67573,22.37 
99346,22.37 
65017,22.37 
71104,22.37 
75966,22.37 
42516,22.36 
04654,22.36 
89430,22.36 
76377,22.36 
75140,22.36 
70744,22.36 
13801,22.35 
15686,22.35 
38220,22.35 
72379,22.35 
79382,22.35 
79241,22.35 
64632,22.35 
35474,22.34 
41558,22.34 
79739,22.34 
71201,22.34 
65535,22.34 
10013,22.33 
60165,22.33 
92307,22.33 
76801,22.33 
64455,22.33 
42453,22.32 
14850,22.32 
58235,22.32 
35096,22.32 
59101,22.32 
96762,22.32 
31041,22.32 
65078,22.32 
71742,22.32 
81022,22.32 
75163,22.32 
63601,22.32 
24272,22.31 
36091,22.31 
57538,22.31 
72025,22.31 
79714,22.31 
78661,22.31 
73118,22.31 
32534,22.31 
25537,22.30 
52339,22.30 
08861,22.30 
27944,22.29 
29138,22.29 
97880,22.29 
74801,22.29 
79414,22.29 
04750,22.28 
05441,22.28 
29032,22.28 
96084,22.28 
64625,22.28 
71720,22.28 
75667,22.28 
73663,22.28 
13754,22.27 
13756,22.27 
42127,22.27 
95963,22.27 
70344,22.27 
99727,22.27 
71229,22.27 
14714,22.26 
25251,22.26 
45629,22.26 
88119,22.26 
42566,22.26 
64661,22.26 
78102,22.26 
41265,22.26 
14873,22.25 
96104,22.25 
40862,22.25 
27932,22.25 
17002,22.24 
36041,22.24 
98816,22.24 
72156,22.24 
72137,22.24 
64635,22.24 
63121,22.23 
96137,22.23 
14129,22.22 
88213,22.22 
04645,22.22 
59214,22.22 
31512,22.22 
79093,22.22 
78007,22.22 
72107,22.22 
72538,22.22 
76360,22.22 
97864,22.22 
87731,22.22 
85554,22.22 
07017,22.22 
01603,22.21 
15865,22.21 
97014,22.21 
92242,22.21 
74854,22.21 
26452,22.21 
44878,22.20 
04735,22.20 
99004,22.20 
93101,22.20 
75561,22.20 
26040,22.19 
23434,22.19 
27923,22.19 
65680,22.19 
31716,22.19 
45727,22.19 
63384,22.19 
15201,22.19 
19604,22.18 
30288,22.18 
91746,22.18 
90034,22.18 
74829,22.18 
12768,22.17 
23970,22.17 
50275,22.17 
39096,22.17 
32347,22.17 
54634,22.17 
86325,22.17 
42047,22.17 
35581,22.17 
65064,22.17 
69337,22.17 
75901,22.17 
61263,22.17 
33905,22.16 
35579,22.15 
59917,22.15 
37095,22.15 
11385,22.15 
12967,22.14 
15729,22.14 
51523,22.14 
36579,22.14 
98648,22.14 
81064,22.14 
76667,22.14 
72031,22.14 
93445,22.14 
66739,22.14 
24635,22.13 
47302,22.13 
47855,22.13 
62983,22.13 
92332,22.13 
71235,22.13 
76951,22.13 
90602,22.13 
69366,22.13 
16350,22.12 
34474,22.12 
77015,22.12 
65756,22.12 
34741,22.12 
01850,22.11 
58830,22.11 
95932,22.11 
87942,22.11 
62885,22.11 
01854,22.10 
16616,22.10 
28902,22.10 
07093,22.10 
45634,22.10 
31645,22.10 
23974,22.09 
37327,22.09 
35205,22.09 
13739,22.08 
82054,22.08 
79830,22.08 
25173,22.08 
42765,22.07 
42285,22.07 
25130,22.07 
31792,22.07 
96725,22.07 
45743,22.07 
82512,22.07 
79229,22.07 
32464,22.07 
68108,22.06 
29583,22.06 
26031,22.05 
35959,22.05 
95303,22.05 
76103,22.05 
62943,22.05 
04920,22.04 
38068,22.04 
34208,22.04 
12916,22.04 
23882,22.03 
71667,22.03 
28421,22.03 
54564,22.03 
35903,22.02 
05871,22.02 
57533,22.02 
55107,22.02 
92582,22.02 
37380,22.02 
45780,22.02 
72443,22.02 
90706,22.02 
60610,22.02 
26617,22.01 
27839,22.01 
04739,22.01 
95835,22.01 
65734,22.01 
79040,22.01 
79543,22.01 
58776,22.01 
24566,22.00 
04497,22.00 
83468,22.00 
81092,22.00 
68837,22.00 
26280,21.99 
77551,21.99 
64667,21.99 
41232,21.99 
50123,21.98 
45859,21.98 
37322,21.98 
87549,21.98 
72401,21.98 
74546,21.98 
95462,21.98 
63134,21.98 
71462,21.97 
58203,21.97 
12751,21.96 
25260,21.96 
48906,21.96 
98673,21.96 
27909,21.96 
45711,21.96 
75228,21.96 
44670,21.96 
75846,21.95 
42533,21.94 
38585,21.94 
62884,21.94 
10927,21.94 
30511,21.94 
73527,21.93 
42347,21.92 
54639,21.92 
72823,21.92 
76306,21.92 
36582,21.92 
04488,21.91 
74652,21.91 
85711,21.91 
83656,21.91 
96085,21.91 
15828,21.90 
79347,21.90 
55764,21.90 
25437,21.90 
28318,21.89 
13780,21.89 
16146,21.89 
23967,21.89 
97907,21.89 
72010,21.89 
72955,21.89 
64763,21.89 
67344,21.89 
15345,21.88 
10001,21.88 
69346,21.88 
73096,21.88 
70750,21.88 
36480,21.88 
13348,21.87 
24602,21.87 
36867,21.87 
82501,21.87 
79025,21.87 
78107,21.87 
96047,21.87 
62522,21.87 
84522,21.86 
29916,21.86 
08079,21.85 
39117,21.85 
85645,21.85 
98552,21.85 
42757,21.85 
26707,21.84 
74562,21.84 
38380,21.84 
46617,21.84 
02163,21.83 
23027,21.83 
25634,21.83 
73766,21.83 
30808,21.83 
35131,21.83 
71354,21.83 
38450,21.83 
25164,21.82 
35072,21.82 
41535,21.82 
36373,21.82 
97624,21.82 
67740,21.82 
74056,21.82 
83120,21.82 
40472,21.82 
15447,21.81 
21531,21.81 
23921,21.81 
27824,21.81 
28425,21.81 
96023,21.81 
36611,21.81 
69168,21.81 
66762,21.81 
63347,21.81 
96069,21.81 
31553,21.81 
50147,21.80 
96814,21.80 
71851,21.80 
27862,21.80 
58483,21.79 
29355,21.79 
99166,21.79 
64830,21.79 
79756,21.79 
28376,21.79 
26833,21.78 
71424,21.78 
89109,21.78 
73058,21.78 
95957,21.78 
72629,21.78 
24279,21.77 
04765,21.77 
14877,21.77 
29530,21.77 
96115,21.77 
56661,21.77 
64748,21.77 
96064,21.77 
59031,21.77 
15472,21.76 
47859,21.76 
34972,21.76 
97065,21.76 
71862,21.76 
90040,21.76 
84031,21.76 
38237,21.76 
04463,21.75 
39461,21.75 
23958,21.75 
35014,21.75 
77331,21.75 
70507,21.75 
68735,21.75 
63437,21.75 
74028,21.75 
36017,21.75 
28320,21.74 
88415,21.74 
75926,21.74 
73521,21.74 
43967,21.73 
50065,21.73 
59085,21.73 
58756,21.73 
82837,21.73 
62357,21.73 
65658,21.73 
79331,21.73 
06706,21.73 
07712,21.72 
26237,21.72 
28585,21.72 
96118,21.72 
66949,21.72 
65360,21.72 
70454,21.72 
15464,21.71 
15714,21.71 
27809,21.71 
92801,21.71 
32439,21.71 
37110,21.71 
35540,21.71 
16876,21.70 
56630,21.70 
30742,21.70 
97026,21.70 
71853,21.70 
98837,21.70 
37866,21.70 
47303,21.69 
16621,21.69 
55708,21.69 
94605,21.69 
68422,21.69 
68729,21.69 
30635,21.69 
39332,21.68 
42330,21.68 
44653,21.68 
74120,21.68 
49312,21.68 
53057,21.68 
10018,21.68 
51558,21.68 
47550,21.67 
13045,21.67 
33190,21.67 
85928,21.67 
73017,21.67 
64093,21.67 
74643,21.67 
36426,21.67 
25624,21.66 
27869,21.66 
33304,21.66 
05853,21.66 
75831,21.66 
75938,21.66 
79081,21.66 
77503,21.66 
74058,21.66 
12980,21.65 
97333,21.65 
04464,21.65 
12770,21.64 
04471,21.64 
23663,21.64 
27229,21.64 
36320,21.64 
75976,21.64 
71665,21.64 
72073,21.64 
77486,21.64 
96013,21.64 
41189,21.64 
26269,21.63 
48845,21.63 
30673,21.63 
35466,21.63 
76388,21.63 
75756,21.63 
79371,21.63 
72040,21.63 
68431,21.63 
50029,21.62 
52321,21.62 
43008,21.62 
45692,21.62 
83714,21.62 
28382,21.62 
39330,21.62 
38878,21.62 
95941,21.62 
29040,21.62 
25962,21.61 
29580,21.61 
35772,21.61 
04763,21.60 
11201,21.60 
11373,21.60 
49307,21.60 
29743,21.60 
87539,21.60 
31003,21.60 
41175,21.60 
66772,21.60 
65676,21.60 
65640,21.60 
31535,21.60 
43977,21.59 
25639,21.59 
69125,21.59 
97501,21.59 
95424,21.59 
99115,21.59 
78672,21.59 
47528,21.58 
26812,21.58 
43920,21.58 
30555,21.58 
95939,21.58 
42166,21.58 
68838,21.58 
78850,21.58 
38066,21.58 
39572,21.57 
66773,21.57 
47804,21.57 
25918,21.57 
13687,21.56 
39364,21.56 
31826,21.56 
63544,21.56 
88005,21.56 
74079,21.56 
79046,21.56 
74766,21.56 
66439,21.56 
02126,21.55 
74423,21.55 
65449,21.55 
13820,21.55 
20003,21.54 
60901,21.54 
58327,21.54 
87520,21.54 
77043,21.54 
83217,21.54 
30117,21.54 
21645,21.53 
26886,21.53 
65775,21.53 
72687,21.53 
71241,21.53 
01013,21.52 
44699,21.52 
76687,21.52 
32052,21.52 
78828,21.52 
52246,21.52 
38388,21.51 
35671,21.51 
99336,21.51 
93207,21.51 
62975,21.51 
59746,21.50 
36079,21.50 
96110,21.50 
97639,21.50 
71865,21.50 
26582,21.49 
03601,21.49 
47145,21.49 
96006,21.49 
28582,21.49 
76452,21.49 
96002,21.49 
16661,21.49 
04979,21.48 
85014,21.48 
62314,21.48 
47326,21.47 
22714,21.47 
45654,21.47 
88310,21.47 
57552,21.47 
74653,21.47 
29934,21.47 
02135,21.46 
14454,21.46 
42261,21.46 
92707,21.46 
72083,21.46 
79602,21.46 
42170,21.46 
18473,21.45 
27872,21.45 
95825,21.45 
96055,21.45 
93240,21.45 
78629,21.45 
24931,21.44 
26815,21.44 
60949,21.44 
96785,21.44 
70778,21.44 
80219,21.44 
97218,21.44 
41056,21.44 
04949,21.43 
31316,21.43 
75691,21.43 
62999,21.43 
37714,21.43 
23441,21.42 
87518,21.42 
04965,21.42 
17029,21.42 
15492,21.42 
43926,21.42 
48829,21.42 
59933,21.42 
59465,21.42 
29589,21.42 
57791,21.42 
36863,21.42 
43127,21.42 
77360,21.42 
76442,21.42 
72387,21.42 
95821,21.42 
25818,21.42 
04468,21.41 
13838,21.41 
12601,21.41 
25253,21.41 
65772,21.41 
55104,21.41 
71675,21.41 
71333,21.41 
25904,21.41 
18210,21.40 
38601,21.40 
68938,21.40 
84520,21.40 
72717,21.40 
65247,21.40 
95531,21.40 
30803,21.40 
23888,21.39 
38850,21.39 
52584,21.39 
42718,21.39 
31014,21.39 
39041,21.39 
74840,21.39 
89102,21.39 
04453,21.38 
16230,21.38 
36318,21.38 
97410,21.38 
75253,21.38 
79088,21.38 
94937,21.38 
31543,21.38 
26541,21.37 
04777,21.37 
13665,21.37 
58216,21.37 
88231,21.37 
74930,21.37 
80903,21.37 
83604,21.37 
40385,21.37 
53806,21.36 
38006,21.36 
75692,21.36 
66955,21.36 
75656,21.36 
38834,21.36 
13502,21.35 
37660,21.35 
86413,21.35 
84523,21.35 
80203,21.35 
49349,21.34 
32179,21.34 
97873,21.34 
97918,21.34 
38221,21.34 
18611,21.33 
33755,21.33 
11355,21.33 
97711,21.33 
59501,21.33 
92020,21.33 
99110,21.33 
55114,21.33 
23032,21.32 
60632,21.32 
97303,21.32 
73450,21.32 
36420,21.32 
23410,21.31 
26201,21.31 
81323,21.31 
36265,21.31 
77520,21.31 
35654,21.31 
24058,21.30 
30060,21.30 
97884,21.30 
66775,21.30 
65348,21.30 
11418,21.30 
15459,21.29 
92070,21.29 
12878,21.29 
18465,21.29 
14590,21.28 
38381,21.28 
38824,21.28 
30285,21.28 
32215,21.28 
31560,21.28 
97402,21.28 
72324,21.28 
65326,21.28 
80654,21.28 
78218,21.28 
77614,21.28 
67545,21.28 
04983,21.27 
97848,21.27 
73939,21.27 
15362,21.26 
03607,21.26 
13630,21.26 
97412,21.26 
28213,21.26 
53580,21.26 
30815,21.26 
13667,21.26 
19129,21.25 
14065,21.25 
27816,21.25 
73443,21.25 
29452,21.25 
71060,21.25 
51540,21.25 
20785,21.24 
84102,21.24 
14864,21.24 
49001,21.24 
50836,21.24 
39452,21.24 
30297,21.24 
06268,21.24 
04648,21.24 
57355,21.24 
71961,21.24 
63933,21.24 
92262,21.24 
93401,21.24 
47561,21.24 
42003,21.23 
29851,21.23 
63648,21.23 
95363,21.23 
79377,21.23 
96040,21.23 
63116,21.23 
29123,21.22 
72560,21.22 
83803,21.22 
95681,21.22 
80750,21.22 
04958,21.21 
26757,21.21 
51650,21.21 
77044,21.21 
66960,21.21 
74434,21.21 
59253,21.21 
08232,21.20 
24577,21.20 
63434,21.20 
37033,21.20 
38730,21.20 
48766,21.19 
99571,21.19 
70426,21.19 
72521,21.19 
07740,21.18 
32421,21.18 
97544,21.18 
70555,21.18 
74337,21.18 
40111,21.18 
22743,21.17 
04451,21.17 
17572,21.17 
43164,21.17 
97351,21.17 
31563,21.17 
79410,21.17 
95350,21.17 
99610,21.17 
35184,21.17 
18828,21.16 
87582,21.16 
41821,21.16 
54865,21.16 
60411,21.16 
29006,21.16 
28466,21.16 
37854,21.16 
62481,21.16 
66104,21.16 
73624,21.16 
65440,21.16 
82083,21.16 
98535,21.16 
87551,21.16 
88124,21.16 
04943,21.16 
25205,21.15 
28326,21.15 
45390,21.15 
36360,21.15 
36727,21.15 
95116,21.15 
63474,21.15 
72930,21.15 
77957,21.15 
96056,21.15 
67335,21.15 
49841,21.14 
98564,21.14 
77378,21.14 
19151,21.13 
31810,21.13 
81520,21.13 
73564,21.13 
64776,21.13 
67869,21.13 
26726,21.12 
27506,21.12 
93030,21.12 
31091,21.12 
65625,21.12 
04742,21.12 
47032,21.11 
76550,21.11 
41098,21.11 
15521,21.10 
58621,21.10 
31093,21.10 
28575,21.10 
87830,21.10 
69361,21.10 
75240,21.10 
78219,21.10 
70067,21.10 
16402,21.09 
44301,21.09 
28627,21.09 
87417,21.09 
72127,21.09 
75476,21.09 
98586,21.09 
31554,21.09 
49421,21.08 
59013,21.08 
39656,21.08 
38057,21.08 
87320,21.08 
73572,21.08 
74034,21.08 
71953,21.08 
68627,21.08 
02301,21.07 
26386,21.07 
16342,21.07 
10463,21.07 
84774,21.07 
05401,21.07 
70647,21.07 
64628,21.07 
35904,21.07 
40012,21.06 
33014,21.06 
59344,21.06 
99326,21.06 
72444,21.06 
72414,21.06 
38024,21.06 
18015,21.05 
04257,21.05 
60085,21.05 
38047,21.05 
98106,21.05 
62419,21.05 
65246,21.05 
74631,21.05 
66870,21.05 
30176,21.04 
68823,21.04 
81501,21.04 
75654,21.04 
72701,21.04 
02129,21.03 
38555,21.03 
54659,21.03 
97465,21.03 
28435,21.03 
83420,21.03 
37873,21.03 
00927,21.02 
54437,21.02 
36262,21.02 
57428,21.02 
81321,21.02 
56240,21.02 
72417,21.02 
66024,21.02 
04969,21.02 
57455,21.01 
57383,21.01 
98830,21.01 
76637,21.01 
79102,21.01 
43014,21.00 
25315,21.00 
25033,21.00 
71923,21.00 
93204,21.00 
65609,21.00 
79079,21.00 
76466,21.00 
65755,21.00 
36474,20.99 
76681,20.99 
06380,20.99 
74741,20.99 
96107,20.99 
36574,20.99 
72830,20.98 
43903,20.98 
58494,20.98 
77530,20.98 
95209,20.98 
85932,20.98 
44320,20.97 
24641,20.97 
99830,20.97 
73027,20.97 
63030,20.97 
28342,20.96 
14815,20.96 
60501,20.96 
59027,20.96 
56557,20.96 
31022,20.96 
98641,20.96 
96813,20.96 
95360,20.96 
81054,20.96 
11222,20.95 
42220,20.95 
73018,20.95 
91104,20.95 
67491,20.95 
35501,20.95 
29729,20.95 
65647,20.95 
14809,20.94 
12489,20.94 
63846,20.94 
38463,20.94 
71603,20.94 
28789,20.94 
27957,20.93 
59263,20.93 
86001,20.93 
31566,20.93 
34601,20.92 
67218,20.92 
91203,20.92 
37694,20.92 
38001,20.92 
58649,20.91 
56437,20.91 
12304,20.91 
85939,20.91 
34236,20.91 
70661,20.91 
40737,20.91 
36274,20.91 
12974,20.90 
36521,20.90 
41144,20.90 
75420,20.90 
89119,20.90 
99126,20.90 
26335,20.89 
80547,20.89 
95955,20.89 
73641,20.89 
19973,20.88 
11236,20.88 
79358,20.88 
62910,20.88 
74850,20.88 
64620,20.88 
05904,20.87 
40019,20.87 
39335,20.87 
91324,20.87 
28518,20.87 
99133,20.87 
24301,20.87 
07302,20.86 
49689,20.86 
60629,20.86 
35160,20.86 
76693,20.86 
72020,20.86 
62889,20.86 
95947,20.86 
57523,20.86 
47519,20.85 
52638,20.85 
04630,20.85 
25154,20.85 
15348,20.84 
52560,20.84 
40351,20.84 
32334,20.84 
78671,20.84 
71461,20.84 
71467,20.84 
95828,20.84 
74363,20.84 
43207,20.84 
14701,20.83 
15469,20.83 
18246,20.83 
48602,20.83 
55780,20.83 
64449,20.83 
79021,20.83 
38050,20.83 
46125,20.83 
99689,20.83 
96054,20.83 
92832,20.83 
75441,20.83 
63556,20.83 
37920,20.82 
59014,20.82 
33870,20.81 
29055,20.81 
69345,20.81 
72616,20.81 
16210,20.80 
12959,20.80 
04457,20.80 
59844,20.80 
72441,20.80 
72943,20.80 
63767,20.80 
37748,20.80 
98577,20.80 
74426,20.80 
79078,20.80 
71962,20.80 
24712,20.79 
57076,20.79 
42240,20.79 
33714,20.79 
32833,20.79 
25059,20.78 
10310,20.78 
65453,20.78 
71743,20.78 
77994,20.78 
92346,20.78 
84525,20.78 
80101,20.78 
96720,20.78 
57576,20.77 
33616,20.77 
23148,20.77 
92539,20.77 
66527,20.77 
64651,20.77 
36609,20.77 
72084,20.77 
14858,20.76 
51545,20.76 
44455,20.76 
65456,20.76 
78861,20.76 
33016,20.76 
45861,20.76 
87743,20.76 
83660,20.76 
67354,20.76 
16937,20.75 
12550,20.75 
04922,20.75 
38375,20.75 
42782,20.75 
73057,20.75 
84601,20.75 
28436,20.75 
45734,20.75 
30216,20.75 
29435,20.75 
87525,20.75 
67658,20.75 
38833,20.74 
62815,20.74 
75410,20.74 
98614,20.74 
62092,20.74 
21536,20.73 
26385,20.73 
72638,20.73 
88025,20.73 
74540,20.73 
99363,20.73 
12493,20.72 
02122,20.72 
58535,20.72 
80833,20.72 
85940,20.72 
92241,20.72 
31778,20.72 
11377,20.71 
79220,20.71 
93704,20.71 
35611,20.71 
57465,20.70 
33009,20.70 
25003,20.70 
28577,20.70 
28478,20.70 
76567,20.70 
29033,20.70 
29511,20.70 
83605,20.70 
74339,20.70 
37405,20.70 
38858,20.69 
56725,20.69 
37403,20.69 
82710,20.69 
95466,20.69 
04930,20.68 
42036,20.68 
25206,20.68 
27882,20.68 
96057,20.68 
04730,20.68 
71935,20.68 
80648,20.68 
99675,20.68 
37810,20.68 
21539,20.67 
79416,20.67 
69041,20.67 
40104,20.67 
38869,20.66 
75855,20.66 
73768,20.66 
28607,20.66 
32094,20.65 
75478,20.65 
31904,20.65 
08341,20.65 
10931,20.64 
56734,20.64 
68019,20.64 
33843,20.64 
93308,20.64 
82720,20.64 
98624,20.64 
98122,20.64 
72129,20.64 
04932,20.63 
32428,20.63 
27845,20.63 
93560,20.63 
67484,20.63 
97498,20.63 
85534,20.63 
37150,20.63 
52165,20.62 
36116,20.62 
90401,20.62 
76055,20.62 
95076,20.62 
66749,20.62 
23893,20.61 
47833,20.61 
85539,20.61 
68452,20.61 
98625,20.61 
04611,20.61 
38821,20.60 
47862,20.60 
02127,20.60 
07307,20.60 
97845,20.60 
62480,20.60 
38759,20.60 
73071,20.60 
99116,20.60 
67644,20.60 
36525,20.59 
40440,20.59 
19023,20.58 
85237,20.58 
72833,20.58 
19955,20.58 
27306,20.57 
08360,20.57 
38363,20.57 
93066,20.57 
40504,20.57 
70452,20.57 
45348,20.57 
14206,20.56 
13813,20.56 
76852,20.56 
58562,20.56 
44062,20.56 
24271,20.55 
10601,20.55 
95427,20.55 
77531,20.55 
88220,20.55 
73032,20.55 
40813,20.54 
56359,20.54 
57701,20.54 
38543,20.54 
29706,20.54 
90501,20.54 
72927,20.54 
75021,20.54 
74370,20.54 
85245,20.54 
72801,20.54 
04962,20.53 
18357,20.53 
77471,20.53 
75457,20.53 
30445,20.53 
14619,20.52 
12459,20.52 
33825,20.52 
99117,20.52 
28205,20.52 
62002,20.52 
49057,20.52 
43730,20.52 
17862,20.51 
11550,20.51 
87831,20.51 
63387,20.51 
72051,20.51 
81082,20.51 
62994,20.51 
18460,20.50 
49436,20.50 
91786,20.50 
51010,20.50 
35765,20.50 
50316,20.50 
02601,20.49 
13361,20.49 
26050,20.49 
91755,20.49 
36861,20.49 
71972,20.49 
30624,20.49 
32619,20.48 
08345,20.48 
79549,20.48 
73401,20.48 
63560,20.48 
13626,20.47 
16443,20.47 
44004,20.47 
96015,20.47 
67846,20.47 
95326,20.47 
25039,20.47 
58443,20.46 
42040,20.46 
04443,20.46 
83805,20.46 
73463,20.46 
75959,20.46 
97469,20.46 
68335,20.46 
17948,20.45 
25015,20.45 
58352,20.45 
36467,20.45 
30662,20.45 
95430,20.45 
31503,20.45 
65355,20.45 
97420,20.45 
88324,20.45 
66859,20.45 
26377,20.44 
84542,20.44 
77327,20.44 
49970,20.44 
55408,20.43 
59934,20.43 
93309,20.43 
97391,20.43 
93224,20.43 
82070,20.43 
22741,20.42 
51061,20.42 
95570,20.42 
66403,20.42 
75468,20.42 
60951,20.42 
38122,20.41 
58544,20.41 
89043,20.41 
65401,20.41 
78055,20.41 
37826,20.41 
28043,20.40 
50623,20.40 
29924,20.40 
65705,20.40 
67739,20.40 
04631,20.40 
15221,20.39 
27891,20.39 
35952,20.39 
40481,20.39 
43722,20.39 
85546,20.39 
72415,20.39 
65633,20.39 
75931,20.39 
79103,20.39 
63645,20.39 
24105,20.38 
26411,20.38 
92804,20.38 
79720,20.38 
71823,20.38 
13368,20.37 
15845,20.37 
15437,20.37 
43725,20.37 
94703,20.37 
05652,20.37 
72949,20.37 
87510,20.37 
58384,20.37 
13676,20.36 
02724,20.35 
58346,20.35 
30413,20.35 
04966,20.35 
62032,20.35 
33850,20.35 
77705,20.35 
76882,20.35 
20018,20.34 
13901,20.34 
13619,20.34 
15431,20.34 
18341,20.34 
60625,20.34 
83234,20.34 
39520,20.34 
28521,20.34 
37643,20.34 
72630,20.34 
70669,20.34 
55601,20.34 
16601,20.33 
15531,20.33 
44624,20.33 
30125,20.33 
76569,20.33 
33585,20.33 
71956,20.33 
70394,20.33 
71452,20.33 
59468,20.33 
18847,20.32 
49963,20.32 
58727,20.32 
38452,20.32 
43006,20.32 
77340,20.32 
31011,20.32 
38232,20.32 
64836,20.32 
71238,20.32 
62618,20.32 
49119,20.31 
12823,20.31 
88263,20.31 
76112,20.31 
64855,20.31 
17004,20.30 
25672,20.30 
79367,20.30 
83843,20.30 
74872,20.30 
62017,20.30 
16353,20.29 
11104,20.29 
95204,20.29 
63070,20.29 
35006,20.29 
47401,20.28 
15713,20.28 
24954,20.28 
96712,20.28 
35085,20.28 
71409,20.28 
83864,20.28 
10553,20.28 
04941,20.27 
40140,20.27 
42207,20.27 
59033,20.27 
29630,20.27 
57376,20.27 
96703,20.27 
37861,20.27 
65730,20.27 
76240,20.27 
75930,20.27 
74352,20.27 
77995,20.27 
37145,20.27 
38618,20.26 
27970,20.26 
27953,20.26 
98626,20.26 
63966,20.26 
75669,20.26 
27544,20.26 
15232,20.25 
27017,20.25 
64750,20.25 
31320,20.25 
72857,20.25 
67519,20.25 
49799,20.24 
15207,20.24 
32697,20.24 
24901,20.24 
50264,20.24 
36875,20.24 
97833,20.24 
29031,20.24 
70583,20.24 
76111,20.24 
78222,20.24 
99559,20.24 
97638,20.24 
29714,20.24 
12515,20.23 
15676,20.23 
62927,20.23 
85021,20.23 
83244,20.23 
75631,20.23 
63545,20.23 
13679,20.22 
05154,20.22 
62867,20.22 
85936,20.22 
37857,20.22 
73628,20.22 
65785,20.22 
31551,20.22 
18832,20.21 
47358,20.21 
15934,20.21 
77591,20.21 
38128,20.21 
37397,20.21 
59520,20.21 
15458,20.21 
04957,20.20 
15033,20.20 
15629,20.20 
25632,20.20 
99752,20.20 
38856,20.20 
60115,20.20 
36029,20.20 
80864,20.20 
11103,20.20 
15059,20.19 
